county; address; city; zip; sale_date; price
San Francisco County; 539 44th Avenue; San Francisco; 94121; 12/17/2015; $998,500
San Francisco County; 1555 21st Avenue; San Francisco; 94122; 12/17/2015; $1,100,000
San Francisco County; 1383 29th Avenue; San Francisco; 94122; 12/17/2015; $1,175,000
San Francisco County; 2076 14th Avenue; San Francisco; 94116; 12/17/2015; $1,280,000
San Francisco County; 967 Hayes Street; San Francisco; 94117; 12/17/2015; $1,950,000
San Francisco County; 111 Chestnut Street #702; San Francisco; 94111; 12/17/2015; $940,000
San Francisco County; 437 London Street; San Francisco; 94112; 12/17/2015; $760,000
San Francisco County; 1326 Lyon Street; San Francisco; 94115; 12/17/2015; $945,000
San Francisco County; 1480 Golden Gate Avenue; San Francisco; 94115; 12/17/2015; $1,809,000
San Francisco County; 35 Sanchez Street; San Francisco; 94114; 12/17/2015; $1,300,000
San Francisco County; 528 Miramar Avenue; San Francisco; 94112; 12/17/2015; $918,000
San Francisco County; 765 Market Street #31H; San Francisco; 94103; 12/17/2015; $2,800,000
San Francisco County; 540 Texas Street; San Francisco; 94107; 12/17/2015; $2,162,500
San Francisco County; 188 Minna Street #28B; San Francisco; 94105; 12/17/2015; $2,850,000
San Francisco County; 643 Natoma Street; San Francisco; 94103; 12/17/2015; $875,000
San Francisco County; 72 Townsend Street #409; San Francisco; 94107; 12/17/2015; $1,360,000
San Francisco County; 725 Tehama Street #4; San Francisco; 94103; 12/17/2015; $1,234,000
San Francisco County; 281 Clinton Park; San Francisco; 94103; 12/17/2015; $1,300,000
San Francisco County; 557 Birch Street; San Francisco; 94102; 12/17/2015; $1,575,000
San Francisco County; 738 Long Bridge Street #807; San Francisco; 94158; 12/17/2015; $1,286,000
San Francisco County; 738 Long Bridge Street #811; San Francisco; 94158; 12/17/2015; $1,266,000
San Francisco County; 718 Long Bridge Street #302; San Francisco; 94158; 12/17/2015; $1,137,500
San Francisco County; 738 Long Bridge Street #611; San Francisco; 94158; 12/17/2015; $1,181,000
San Francisco County; 738 Long Bridge Street #616; San Francisco; 94158; 12/17/2015; $883,000
San Francisco County; 738 Long Bridge Street #617; San Francisco; 94158; 12/17/2015; $885,500
San Francisco County; 1100 Monterey Boulevard; San Francisco; 94127; 12/17/2015; $2,510,000
San Francisco County; 748 Innes Avenue #303; San Francisco; 94124; 12/17/2015; $490,000
San Francisco County; 1783 Newcomb Avenue; San Francisco; 94124; 12/17/2015; $680,000
San Francisco County; 1401 Shafter Avenue; San Francisco; 94124; 12/17/2015; $755,000
San Francisco County; 738 Long Bridge Street #615; San Francisco; 94158; 12/17/2015; $1,348,500
San Francisco County; 718 Long Bridge Street #217; San Francisco; 94158; 12/16/2015; $1,273,000
San Francisco County; 718 Long Bridge Street #1400; San Francisco; 94158; 12/16/2015; $1,492,000
San Francisco County; 71 Los Palmos Drive; San Francisco; 94127; 12/16/2015; $1,080,000
San Francisco County; 344 Moncada Way; San Francisco; 94127; 12/16/2015; $1,415,000
San Francisco County; 3455 Keith Street; San Francisco; 94124; 12/16/2015; $403,000
San Francisco County; 15 Santa Clara Avenue; San Francisco; 94127; 12/16/2015; $2,000,000
San Francisco County; 2576 Diamond Street; San Francisco; 94131; 12/16/2015; $1,265,000
San Francisco County; 163 Monterey Boulevard; San Francisco; 94131; 12/16/2015; $1,281,000
San Francisco County; 738 Long Bridge Street #610; San Francisco; 94158; 12/16/2015; $1,197,500
San Francisco County; 455 Vallejo Street #111; San Francisco; 94133; 12/16/2015; $875,000
San Francisco County; 718 Long Bridge Street #300; San Francisco; 94158; 12/16/2015; $1,074,000
San Francisco County; 142 Russ Street #5; San Francisco; 94103; 12/16/2015; $1,475,000
San Francisco County; 6 Mint Plaza #702A; San Francisco; 94103; 12/16/2015; $2,550,000
San Francisco County; 310 Carolina Street #303; San Francisco; 94107; 12/16/2015; $1,135,000
San Francisco County; 555 4th Street #513; San Francisco; 94107; 12/16/2015; $1,180,000
San Francisco County; 333 Beale Street #5D; San Francisco; 94105; 12/16/2015; $1,269,000
San Francisco County; 333 Beale Street #3C; San Francisco; 94105; 12/16/2015; $1,297,000
San Francisco County; 2080 3rd Street #8; San Francisco; 94107; 12/16/2015; $890,000
San Francisco County; 650 Delancey Street #203; San Francisco; 94107; 12/16/2015; $2,175,000
San Francisco County; 188 South Park Street #6; San Francisco; 94107; 12/16/2015; $1,475,000
San Francisco County; 1143 Naples Street; San Francisco; 94112; 12/16/2015; $950,000
San Francisco County; 130 Shakespeare Street; San Francisco; 94112; 12/16/2015; $1,000,000
San Francisco County; 1945 Washington Street #411; San Francisco; 94109; 12/16/2015; $665,000
San Francisco County; 199 Elsie Street; San Francisco; 94110; 12/16/2015; $900,000
San Francisco County; 2339 41st Avenue; San Francisco; 94116; 12/16/2015; $1,203,000
San Francisco County; 559 21st Avenue; San Francisco; 94121; 12/16/2015; $1,250,000
San Francisco County; 1706 12th Avenue; San Francisco; 94122; 12/16/2015; $1,500,000
San Francisco County; 699 36th Avenue #408; San Francisco; 94121; 12/15/2015; $925,000
San Francisco County; 499 33rd Avenue #305; San Francisco; 94121; 12/15/2015; $1,338,000
San Francisco County; 640 Steiner Street; San Francisco; 94117; 12/15/2015; $1,500,000
San Francisco County; 544 Waller Street #1; San Francisco; 94117; 12/15/2015; $1,900,000
San Francisco County; 2294 42nd Avenue; San Francisco; 94116; 12/15/2015; $1,060,000
San Francisco County; 2771 38th Avenue; San Francisco; 94116; 12/15/2015; $1,175,000
San Francisco County; 805 Clayton Street; San Francisco; 94117; 12/15/2015; $2,550,000
San Francisco County; 36 Heather Avenue; San Francisco; 94118; 12/15/2015; $810,000
San Francisco County; 233 Franconia Street; San Francisco; 94110; 12/15/2015; $1,590,000
San Francisco County; 1248 Utah Street; San Francisco; 94110; 12/15/2015; $2,500,000
San Francisco County; 1177 California Street #501; San Francisco; 94108; 12/15/2015; $900,000
San Francisco County; 1896 Pacific Avenue #802; San Francisco; 94109; 12/15/2015; $250,000
San Francisco County; 1250 Jones Street #802; San Francisco; 94109; 12/15/2015; $1,680,000
San Francisco County; 1807 Jones Street; San Francisco; 94109; 12/15/2015; $1,700,000
San Francisco County; 310 Carolina Street #302; San Francisco; 94107; 12/15/2015; $1,029,000
San Francisco County; 318 Main Street #8I; San Francisco; 94105; 12/15/2015; $1,375,000
San Francisco County; 72 Townsend Street #404; San Francisco; 94107; 12/15/2015; $1,420,000
San Francisco County; 333 1st Street #2103; San Francisco; 94105; 12/15/2015; $1,029,000
San Francisco County; 333 Beale Street #5C; San Francisco; 94105; 12/15/2015; $1,252,000
San Francisco County; 260 King Street #421; San Francisco; 94107; 12/15/2015; $731,000
San Francisco County; 1400 Mission Street #1501; San Francisco; 94103; 12/15/2015; $302,500
San Francisco County; 480 Mission Bay Boulevard #614; San Francisco; 94158; 12/15/2015; $1,000,000
San Francisco County; 1132 Goettingen Street; San Francisco; 94134; 12/15/2015; $850,000
San Francisco County; 155 Arbor Street; San Francisco; 94131; 12/15/2015; $1,080,000
San Francisco County; 126 Randall Street; San Francisco; 94131; 12/15/2015; $1,100,000
San Francisco County; 2212 Castro Street; San Francisco; 94131; 12/15/2015; $3,595,000
San Francisco County; 130 Vale Avenue; San Francisco; 94132; 12/15/2015; $1,110,000
San Francisco County; 1821 Grant Avenue #101; San Francisco; 94133; 12/15/2015; $835,000
San Francisco County; 16 Miraloma Drive; San Francisco; 94127; 12/15/2015; $2,700,000
San Francisco County; 1480 Shafter Avenue; San Francisco; 94124; 12/15/2015; $500,000
San Francisco County; 718 Long Bridge Street #1600; San Francisco; 94158; 12/15/2015; $1,591,000
San Francisco County; 718 Long Bridge Street #905; San Francisco; 94158; 12/15/2015; $1,609,500
San Francisco County; 718 Long Bridge Street #1105; San Francisco; 94158; 12/15/2015; $1,779,500
San Francisco County; 738 Long Bridge Street #1407; San Francisco; 94158; 12/15/2015; $1,854,000
San Francisco County; 718 Long Bridge Street #1203; San Francisco; 94158; 12/15/2015; $2,331,500
San Francisco County; 738 Long Bridge Street #812; San Francisco; 94158; 12/14/2015; $2,036,000
San Francisco County; 718 Long Bridge Street #418; San Francisco; 94158; 12/14/2015; $1,301,500
San Francisco County; 718 Long Bridge Street #216; San Francisco; 94158; 12/14/2015; $1,273,000
San Francisco County; 1400 Mission Street #801; San Francisco; 94103; 12/14/2015; $328,000
San Francisco County; 130 Langton Street #A; San Francisco; 94103; 12/14/2015; $750,000
San Francisco County; 999 16th Street #17; San Francisco; 94107; 12/14/2015; $820,000
San Francisco County; 760 Treat Avenue #1; San Francisco; 94110; 12/14/2015; $1,530,000
San Francisco County; 2200 Market Street #205; San Francisco; 94114; 12/14/2015; $1,320,000
San Francisco County; 720 Clipper Street; San Francisco; 94114; 12/14/2015; $1,500,000
San Francisco County; 2820 Jackson Street; San Francisco; 94115; 12/14/2015; $4,000,000
San Francisco County; 1327 Cabrillo Street; San Francisco; 94118; 12/14/2015; $1,285,000
San Francisco County; 783 La Playa Street #2; San Francisco; 94121; 12/14/2015; $535,000
San Francisco County; 1526 45th Avenue; San Francisco; 94122; 12/14/2015; $925,000
San Francisco County; 718 Long Bridge Street #1003; San Francisco; 94158; 12/11/2015; $2,013,000
San Francisco County; 738 Long Bridge Street #609; San Francisco; 94158; 12/11/2015; $1,240,500
San Francisco County; 738 Long Bridge Street #708; San Francisco; 94158; 12/11/2015; $1,243,500
San Francisco County; 738 Long Bridge Street #707; San Francisco; 94158; 12/11/2015; $1,263,500
San Francisco County; 738 Long Bridge Street #715; San Francisco; 94158; 12/11/2015; $1,290,000
San Francisco County; 2545 Judah Street; San Francisco; 94122; 12/11/2015; $1,000,000
San Francisco County; 1300 Funston Avenue; San Francisco; 94122; 12/11/2015; $1,150,000
San Francisco County; 1201 Egbert Avenue; San Francisco; 94124; 12/11/2015; $410,000
San Francisco County; 1731 Revere Avenue; San Francisco; 94124; 12/11/2015; $553,000
San Francisco County; 451 Donahue Street #510; San Francisco; 94124; 12/11/2015; $720,500
San Francisco County; 287 Brentwood Avenue; San Francisco; 94127; 12/11/2015; $2,720,000
San Francisco County; 199 Chestnut Street #5; San Francisco; 94133; 12/11/2015; $1,499,000
San Francisco County; 469 Clementina Street #12; San Francisco; 94103; 12/11/2015; $650,000
San Francisco County; 9 Lafayette Street #3; San Francisco; 94103; 12/11/2015; $975,000
San Francisco County; 60 Rausch Street #401; San Francisco; 94103; 12/11/2015; $1,875,000
San Francisco County; 318 Main Street #7G; San Francisco; 94105; 12/11/2015; $1,150,000
San Francisco County; 355 1st Street #S909; San Francisco; 94105; 12/11/2015; $1,249,000
San Francisco County; 333 Beale Street #7B; San Francisco; 94105; 12/11/2015; $1,595,000
San Francisco County; 318 Main Street #8H; San Francisco; 94105; 12/11/2015; $1,825,000
San Francisco County; 333 Beale Street #3K; San Francisco; 94105; 12/11/2015; $1,895,000
San Francisco County; 310 Carolina Street #205; San Francisco; 94107; 12/11/2015; $949,000
San Francisco County; 72 Townsend Street #501; San Francisco; 94107; 12/11/2015; $1,072,000
San Francisco County; 1324 20th Street; San Francisco; 94107; 12/11/2015; $1,317,500
San Francisco County; 900 Kansas Street; San Francisco; 94107; 12/11/2015; $1,580,000
San Francisco County; 1521 Sutter Street #304; San Francisco; 94109; 12/11/2015; $1,095,000
San Francisco County; 2828 Polk Street; San Francisco; 94109; 12/11/2015; $1,650,000
San Francisco County; 6 30th Street; San Francisco; 94110; 12/11/2015; $1,060,000
San Francisco County; 55 Alvarado Street; San Francisco; 94110; 12/11/2015; $1,220,000
San Francisco County; 265 Thrift Street; San Francisco; 94112; 12/11/2015; $700,000
San Francisco County; 1088 Huron Avenue #1; San Francisco; 94112; 12/11/2015; $486,000
San Francisco County; 4021 Mission Street; San Francisco; 94112; 12/11/2015; $1,052,000
San Francisco County; 154 Westwood Drive; San Francisco; 94112; 12/11/2015; $1,108,000
San Francisco County; 1 Mono Street #B; San Francisco; 94114; 12/11/2015; $1,085,000
San Francisco County; 38 Levant Street; San Francisco; 94114; 12/11/2015; $1,593,000
San Francisco County; 2215 California Street; San Francisco; 94115; 12/11/2015; $5,050,000
San Francisco County; 2343 30th Avenue; San Francisco; 94116; 12/11/2015; $981,500
San Francisco County; 349 Frederick Street; San Francisco; 94117; 12/11/2015; $1,525,000
San Francisco County; 1554 Masonic Avenue; San Francisco; 94117; 12/11/2015; $1,860,000
San Francisco County; 3316 California Street #3; San Francisco; 94118; 12/11/2015; $1,865,000
San Francisco County; 2515 Lake Street; San Francisco; 94121; 12/11/2015; $1,564,000
San Francisco County; 3945 Clement Street; San Francisco; 94121; 12/10/2015; $1,699,000
San Francisco County; 588 Arguello Boulevard; San Francisco; 94118; 12/10/2015; $1,210,000
San Francisco County; 2864 Sacramento Street; San Francisco; 94115; 12/10/2015; $1,510,000
San Francisco County; 450 Prentiss Street; San Francisco; 94110; 12/10/2015; $999,000
San Francisco County; 3092 Market Street; San Francisco; 94114; 12/10/2015; $1,880,000
San Francisco County; 33 Santa Cruz Avenue #3; San Francisco; 94112; 12/10/2015; $830,000
San Francisco County; 2125 Bryant Street #117; San Francisco; 94110; 12/10/2015; $1,340,000
San Francisco County; 2125 Bryant Street #118; San Francisco; 94110; 12/10/2015; $1,450,000
San Francisco County; 648 South Van Ness Avenue; San Francisco; 94110; 12/10/2015; $1,490,000
San Francisco County; 430 Fair Oaks Street; San Francisco; 94110; 12/10/2015; $2,290,000
San Francisco County; 29 Dorland Street; San Francisco; 94110; 12/10/2015; $4,800,000
San Francisco County; 400 Alemany Boulevard #15; San Francisco; 94110; 12/10/2015; $700,000
San Francisco County; 1452 Bush Street #1; San Francisco; 94109; 12/10/2015; $1,080,000
San Francisco County; 318 Main Street #7F; San Francisco; 94105; 12/10/2015; $2,675,000
San Francisco County; 333 Beale Street #3H; San Francisco; 94105; 12/10/2015; $1,295,500
San Francisco County; 318 Main Street #7C; San Francisco; 94105; 12/10/2015; $1,195,000
San Francisco County; 175 Russ Street #14; San Francisco; 94103; 12/10/2015; $1,185,000
San Francisco County; 380 14th Street #507; San Francisco; 94103; 12/10/2015; $949,500
San Francisco County; 601 Van Ness Avenue #944; San Francisco; 94102; 12/10/2015; $600,000
San Francisco County; 530 Chestnut Street #407; San Francisco; 94133; 12/10/2015; $1,180,000
San Francisco County; 999 Green Street #905; San Francisco; 94133; 12/10/2015; $1,275,500
San Francisco County; 495 Los Palmos Drive; San Francisco; 94127; 12/10/2015; $1,098,000
San Francisco County; 306 Santa Ana Avenue; San Francisco; 94127; 12/10/2015; $1,950,000
San Francisco County; 283 Bemis Street; San Francisco; 94131; 12/10/2015; $2,150,000
San Francisco County; 555 Irving Street #4; San Francisco; 94122; 12/10/2015; $1,225,000
San Francisco County; 124 Noriega Street; San Francisco; 94122; 12/10/2015; $1,265,000
San Francisco County; 470 12th Avenue; San Francisco; 94118; 12/10/2015; $1,475,000
San Francisco County; 718 Long Bridge Street #1000; San Francisco; 94158; 12/10/2015; $1,401,000
San Francisco County; 355 Channel Street; San Francisco; 94158; 12/10/2015; $1,489,000
San Francisco County; 738 Long Bridge Street #1307; San Francisco; 94158; 12/9/2015; $1,881,000
San Francisco County; 718 Long Bridge Street #403; San Francisco; 94158; 12/9/2015; $1,165,000
San Francisco County; 1676 Newcomb Avenue; San Francisco; 94124; 12/9/2015; $1,600,000
San Francisco County; 174 Victoria Street; San Francisco; 94132; 12/9/2015; $720,000
San Francisco County; 815 Laguna Honda Boulevard; San Francisco; 94127; 12/9/2015; $1,250,000
San Francisco County; 135 Red Rock Way #311L; San Francisco; 94131; 12/9/2015; $605,000
San Francisco County; 75 Folsom Street #801; San Francisco; 94105; 12/9/2015; $1,548,000
San Francisco County; 184 London Street; San Francisco; 94112; 12/9/2015; $520,000
San Francisco County; 16 Orizaba Avenue; San Francisco; 94112; 12/9/2015; $1,300,000
San Francisco County; 333 Presidio Avenue #4; San Francisco; 94115; 12/9/2015; $738,000
San Francisco County; 2754 39th Avenue; San Francisco; 94116; 12/9/2015; $985,000
San Francisco County; 539 5th Avenue; San Francisco; 94118; 12/9/2015; $1,237,500
